party,press_release,claim_number,claim_text,provider,id,doi,title,abstract,year,venue,authors,url,is_open_access
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,10.1038/s42256-023-00649-x,10.1038/s42256-023-00649-x,Don’t pause giant AI for the wrong reasons,"Editorial arguing that evidence for a blanket moratorium on training more powerful AI systems was insufficient, urging risk-proportionate governance and empirical evaluation instead of time-bound pauses. Critiques core premises of the 2023 open letter calling for a six-month pause.",2023,Nature Machine Intelligence,Marcello Ienca,https://doi.org/10.1038/s42256-023-00649-x,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,10.1111/1758-5899.12718,10.1111/1758-5899.12718,The Vulnerable World Hypothesis,Proposes a framework for assessing how future technologies could create systemic civilizational vulnerabilities and argues that extraordinary governance measures may sometimes be needed to prevent catastrophic misuse. Offers conceptual grounding often cited in debates about slowing or restricting risky technological development.,2019,Global Policy,Nick Bostrom,https://doi.org/10.1111/1758-5899.12718,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,arXiv:2310.00374,10.48550/arXiv.2310.00374,Coordinated pausing: An evaluation-based coordination scheme for frontier AI developers,"Proposes concrete mechanisms for developers to pause certain AI R&D activities when dangerous capabilities are detected by evaluations, and to resume only after safety thresholds are met. Discusses voluntary, contractual, auditor-led, and legally mandated variants along with antitrust considerations.",2023,arXiv preprint,Jide Alaga; Jonas Schuett,https://arxiv.org/abs/2310.00374,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,arXiv:2307.03718,10.48550/arXiv.2307.03718,Frontier AI Regulation: Managing Emerging Risks to Public Safety,"Outlines a regulatory toolkit for highly capable foundation models, including safety evaluations, incident reporting, and compute-based controls, to mitigate public-safety risks. Provides governance options relevant to proposals for temporary pauses or conditional restrictions.",2023,arXiv preprint,Markus Anderljung; Joslyn Barnhart; Anton Korinek; Jade Leung; Cullen O'Keefe; Jess Whittlestone; Shahar Avin; Miles Brundage; Justin Bullock; Duncan Cass-Beggs; Ben Chang; Tantum Collins; Tim Fist; Gillian K. Hadfield; Alan Hayes; Lewis Ho; Sara Hooker; Eric Horvitz; Noam Kolt; Jonas Schuett; Yonadav Shavit; Divya Siddarth; Robert F. Trager; Kevin Wolf,https://arxiv.org/abs/2307.03718,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,arXiv:2306.12001,10.48550/arXiv.2306.12001,An Overview of Catastrophic AI Risks,"Surveys pathways to catastrophic harm from advanced AI, including malicious use, competitive pressures, organizational failures, and loss of control, and proposes mitigation strategies. Synthesizes risk arguments that often motivate calls for slowing or pausing AI development.",2023,arXiv preprint,Dan Hendrycks; Mantas Mazeika; Thomas Woodside,https://arxiv.org/abs/2306.12001,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,10.1145/3442188.3445922,10.1145/3442188.3445922,On the Dangers of Stochastic Parrots: Can Language Models Be Too Big?,"Analyzes environmental, social, and epistemic risks from scaling large language models and recommends documentation, data curation, and alternative research incentives. Often cited as motivating caution and governance interventions around rapid LLM scaling.",2021,ACM FAccT Conference Proceedings,Emily M. Bender; Timnit Gebru; Angelina McMillan-Major; Shmargaret Shmitchell,https://doi.org/10.1145/3442188.3445922,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,arXiv:1802.07228,10.48550/arXiv.1802.07228,"The Malicious Use of Artificial Intelligence: Forecasting, Prevention, and Mitigation","Forecasts near-term security threats from AI across digital, physical, and political domains and recommends preemptive defenses and norms. Provides an early, widely cited foundation for anticipating misuse risks during periods of rapid capability growth.",2018,arXiv preprint,Miles Brundage; Shahar Avin; Jack Clark; Helen Toner; Peter Eckersley; Ben Garfinkel; Allan Dafoe; Paul Scharre; Thomas Zeitzoff; Bobby Filar; Hyrum Anderson; Heather Roff; Gregory C. Allen; Jacob Steinhardt; Carrick Flynn; Seán Ó hÉigeartaigh; SJ Beard; Haydn Belfield; Sebastian Farquhar; Clare Lyle; Rebecca Crootof; Owain Evans; Michael Page; Joanna J. Bryson; Roman V. Yampolskiy; Dario Amodei,https://arxiv.org/abs/1802.07228,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,arXiv:1606.06565,10.48550/arXiv.1606.06565,Concrete Problems in AI Safety,"Identifies practical safety problems in modern ML systems—reward hacking, negative side effects, scalable oversight, safe exploration, and robustness to distributional shift—and suggests research directions. A seminal technical agenda underpinning arguments for dedicating time to build safeguards.",2016,arXiv preprint,Dario Amodei; Chris Olah; Jacob Steinhardt; Paul F. Christiano; John Schulman; Dan Mané,https://arxiv.org/abs/1606.06565,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,2,An immediate pause in AI development for at least six months is necessary to allow time to develop necessary safeguards for humanity.,openai,arXiv:2402.08797,10.48550/arXiv.2402.08797,Computing Power and the Governance of Artificial Intelligence,"Argues that compute is a tractable lever for AI governance because it is measurable and controllable, outlining policy tools such as monitoring, allocation, and enforcement via compute. Provides alternatives and complements to blanket pauses through targeted restrictions and oversight.",2024,arXiv preprint,Girish Sastry; Lennart Heim; Haydn Belfield; Markus Anderljung; Miles Brundage; Julian Hazell; Cullen O'Keefe; Gillian K. Hadfield; Richard Ngo; Konstantin Pilz; George Gor; Emma Bluemke; Sarah Shoker; Janet Egan; Robert F. Trager; Shahar Avin; Adrian Weller; Yoshua Bengio; Diane Coyle,https://arxiv.org/abs/2402.08797,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,openai,10.48550/arXiv.2303.08774,10.48550/arXiv.2303.08774,GPT-4 Technical Report,"OpenAI describes the development and evaluation of GPT-4, a large-scale multimodal model that attains strong, often human-level, performance on diverse professional and academic benchmarks, highlighting rapid capability gains from scaling.",2023,arXiv,OpenAI,https://arxiv.org/abs/2303.08774,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,openai,10.48550/arXiv.2303.12712,10.48550/arXiv.2303.12712,Sparks of Artificial General Intelligence: Early experiments with GPT-4,"Microsoft researchers report broad, near-human performance of early GPT-4 across mathematics, coding, law, medicine, and more, arguing that its breadth and depth of capabilities mark a qualitative leap over prior systems.",2023,arXiv,Sébastien Bubeck; Varun Chandrasekaran; Ronen Eldan; Johannes Gehrke; Eric Horvitz; Ece Kamar; Peter Lee; Yin Tat Lee; Yuanzhi Li; Scott Lundberg; Harsha Nori; Hamid Palangi; Marco Tulio Ribeiro; Yi Zhang,https://arxiv.org/abs/2303.12712,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,openai,10.1109/IJCNN55064.2022.9891914,10.1109/IJCNN55064.2022.9891914,Compute Trends Across Three Eras of Machine Learning,"Analyzing training compute for milestone ML models since 1950, the authors identify three eras with accelerating growth—showing post‑2010 doubling times far faster than Moore’s law and a large‑scale era with 10–100× jumps—quantifying the unprecedented pace of frontier training runs.",2022,International Joint Conference on Neural Networks (IJCNN),Jaime Sevilla; Lennart Heim; Anson Ho; Tamay Besiroglu; Marius Hobbhahn; Pablo Villalobos,https://arxiv.org/abs/2202.05924,True
Republican,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,3,The rapid pace at which advanced AI systems like GPT-4 are developing is alarming and unprecedented.,openai,10.48550/arXiv.2203.15556,10.48550/arXiv.2203.15556,Training Compute-Optimal Large Language Models,"DeepMind shows that many large LMs were undertrained on tokens and introduces compute‑optimal scaling (Chinchilla), demonstrating substantially improved accuracy at the same training compute—evidencing rapid capability gains from optimization and scaling.",2022,arXiv,Jordan Hoffmann; Sebastian Borgeaud; Arthur Mensch; Elena Buchatskaya; Trevor Cai; Eliza Rutherford; Diego de Las Casas; Lisa Anne Hendricks; Johannes Welbl; Aidan Clark; Tom Hennigan; Eric Noland; Katie Millican; George van den Driessche; Bogdan Damoc; Aurelia Guy; Simon Osindero; Karen Simonyan; Erich Elsen; Jack W. Rae; Oriol Vinyals; Laurent Sifre,https://arxiv.org/abs/2203.15556,True
