party,uid,nli_deberta,nli_bart,claim,title
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|2|10.1007/s12525-021-00475-2,silent,refute,There has been no impartial analysis of AB 1400’s price tag.,Machine learning and deep learning
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|2|10.1257/app.20150241,silent,refute,There has been no impartial analysis of AB 1400’s price tag.,The Price of Prejudice
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|2|10.19173/irrodl.v3i2.109,silent,refute,There has been no impartial analysis of AB 1400’s price tag.,Quality Standards in eLearning: A matrix of analysis
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|10.1080/23311975.2021.1944007,silent,silent,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.","An exposition of transfer pricing motives, strategies and their implementation in tax avoidance by MNEs in developing co"
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|10.36642/mjil.43.3.tax,silent,silent,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",Tax Harmony: The Promise and Pitfalls of the Global Minimum Tax
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|10.1002/pam.21846,silent,silent,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.","THE WAR ON POVERTY: MEASUREMENT, TRENDS, AND POLICY"
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|10.5860/crl.64.6.431,silent,silent,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.","Creating a Better Place: Physical Improvements in Academic Libraries, 1995–2002"
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|3|10.1186/s12877-022-02906-x,silent,silent,"A companion measure, ACA 11, is projected to increase taxes by more than $160 billion per year.",Measuring demand and supply of community care services for older people healthy ageing in rural Zhejiang Province
rep,rep|gallagher-calls-for-independent-analysis-of-democrats-health-care-takeover-01-11-2022.txt|6|https://openalex.org/W2964405783,silent,refute,ACA 11 skirts education funding requirements that were approved by voters in Prop. 98.,Dark Money and Political Parties After Citizens United.
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|3|10.1155/2012/175694,silent,refute,The decision to vaccinate a child should be made solely by the child and their parents.,Factors That Influence Vaccination Decision-Making by Parents Who Visit an Anthroposophical Child Welfare Center: A Focu
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|3|10.1136/bmjopen-2018-026299,silent,refute,The decision to vaccinate a child should be made solely by the child and their parents.,Understanding non-vaccinating parents’ views to inform and improve clinical encounters: a qualitative study in an Austra
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|3|10.1111/jpc.13472,refute,silent,The decision to vaccinate a child should be made solely by the child and their parents.,Imposing penalties for vaccine rejection requires strong scrutiny
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|3|10.1186/1471-2431-11-74,silent,refute,The decision to vaccinate a child should be made solely by the child and their parents.,HPV vaccine decision making in pediatric primary care: a semi-structured interview study
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|3|10.36646/mjlr.37.2.vanishing,support,silent,The decision to vaccinate a child should be made solely by the child and their parents.,Vanishing Vaccinations: Why Are So Many Americans Opting Out of Vaccinating Their Children?
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.3322/caac.21262,silent,silent,Current required vaccinations have been in use with full FDA approval for decades.,"Global cancer statistics, 2012"
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.1001/jamanetworkopen.2020.25594,refute,refute,Current required vaccinations have been in use with full FDA approval for decades.,Factors Associated With US Adults’ Likelihood of Accepting COVID-19 Vaccination
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.1056/nejmoa2116414,silent,refute,Current required vaccinations have been in use with full FDA approval for decades.,Homologous and Heterologous Covid-19 Booster Vaccinations
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.1093/cid/ciab079,silent,refute,Current required vaccinations have been in use with full FDA approval for decades.,The Impact of Vaccination on Coronavirus Disease 2019 (COVID-19) Outbreaks in the United States
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|4|10.1093/eurheartj/ehab368,silent,silent,Current required vaccinations have been in use with full FDA approval for decades.,2021 ESC Guidelines for the diagnosis and treatment of acute and chronic heart failure
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|6|10.1016/s1473-3099(22)00320-6,silent,silent,California has one of the highest COVID vaccination rates in the country.,Global impact of the first year of COVID-19 vaccination: a mathematical modelling study
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|6|10.1016/s0140-6736(21)02796-3,silent,silent,California has one of the highest COVID vaccination rates in the country.,"Estimating excess mortality due to the COVID-19 pandemic: a systematic analysis of COVID-19-related mortality, 2020–21"
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|6|10.3322/caac.21763,silent,silent,California has one of the highest COVID vaccination rates in the country.,"Cancer statistics, 2023"
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|6|10.1016/s0140-6736(24)00757-8,silent,silent,California has one of the highest COVID vaccination rates in the country.,"Global incidence, prevalence, years lived with disability (YLDs), disability-adjusted life-years (DALYs), and healthy li"
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|6|10.1016/j.eclinm.2020.100495,silent,silent,California has one of the highest COVID vaccination rates in the country.,Determinants of COVID-19 vaccine acceptance in the US
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|10.1017/s1068280500004226,silent,refute,School district budgets will crumble as a result of decreased enrollment in rural schools.,Sustainable School Food Procurement in Large K—12 Districts: Prospects for Value Chain Partnerships
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|10.14507/epaa.26.3698,silent,silent,School district budgets will crumble as a result of decreased enrollment in rural schools.,Seven school-related disasters: Lessons for policymakers and school personnel
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|10.1111/1468-2427.13137,silent,silent,School district budgets will crumble as a result of decreased enrollment in rural schools.,<scp>EDUCATION REFORM AND FINANCIALIZATION</scp>: Making the Fiscal Crisis of the Schools
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://openalex.org/W2270321100,silent,silent,School district budgets will crumble as a result of decreased enrollment in rural schools.,A study of the effect school facility conditions have on student achievement
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|10|https://openalex.org/W2266083049,silent,silent,School district budgets will crumble as a result of decreased enrollment in rural schools.,School facilities and student achievement: student perspectives on the connection between the urban learning environment
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|11|10.15585/mmwr.ss6605a1,silent,silent,The learning and social losses in rural schools will be massive due to the vaccination mandate.,"Health-Related Behaviors by Urban-Rural County Classification — United States, 2013"
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|11|10.29333/ejecs/563,refute,silent,The learning and social losses in rural schools will be massive due to the vaccination mandate.,Re-prioritizing Teachers’ Social Emotional Learning in Rural Schools Beyond Covid-19
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|11|10.2196/40057,silent,silent,The learning and social losses in rural schools will be massive due to the vaccination mandate.,Applications of Social Media and Digital Technologies in COVID-19 Vaccination: Scoping Review
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|11|10.3390/ijerph19031879,silent,silent,The learning and social losses in rural schools will be massive due to the vaccination mandate.,The Role of Artificial Intelligence and Machine Learning Amid the COVID-19 Pandemic: What Lessons Are We Learning on 4IR
rep,rep|gallagher-responds-to-announcement-of-new-vaccine-legislation-01-24-2022.txt|11|10.1080/00074918.2020.1854079,silent,silent,The learning and social losses in rural schools will be massive due to the vaccination mandate.,Indonesia Under the New Normal: Challenges and the Way Ahead
rep,rep|gallagher-statement-on-soaring-budget-deficit.txt|3|10.1093/jopart/muj004,silent,silent,Democrats' fiscal mismanagement has contributed to California's budget deficit.,Why PART? The Institutional Politics of Presidential Budget Reform
rep,rep|gallagher-statement-on-soaring-budget-deficit.txt|3|10.1017/s1755773914000186,silent,silent,Democrats' fiscal mismanagement has contributed to California's budget deficit.,"Fiscal politics in time: pathways to fiscal consolidation in Ireland, Greece, Britain, and Spain, 1980–2012"
rep,rep|gallagher-statement-on-soaring-budget-deficit.txt|3|10.5070/p2cjpp14157320,silent,silent,Democrats' fiscal mismanagement has contributed to California's budget deficit.,The Unprecedented Federal Fiscal Policy Response to the COVID-19 Pandemic and Its Impact on State Budgets
rep,rep|gallagher-statement-on-soaring-budget-deficit.txt|3|10.1111/1467-923x.12140,silent,refute,Democrats' fiscal mismanagement has contributed to California's budget deficit.,‘Together in the National Interest’: The Rhetoric of Unity and the Formation of the Cameron–Clegg Government
