party,uid,nli_deberta,nli_bart,llm:Qwen/Qwen2.5-3B-Instruct,llm:microsoft/Phi-3.5-mini-instruct,llm:allenai/OLMo-2-1124-7B-Instruct,claim,title
dem,dem|following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt|8|10.1007/s10956-024-10187-9,silent,silent,silent,silent,silent,86% of teachers believe climate change should be taught in schools.,Developing Elementary Teachers’ Climate Change Knowledge and Self-efficacy for Teaching Climate Change Using Learning Te
dem,dem|following-cop26-assemblymembers-rivas-calderon-ward-and-senator-cortese-commit-introduce.txt|8|10.5334/cstp.619,silent,silent,silent,support,silent,86% of teachers believe climate change should be taught in schools.,How Do Teachers Learn and Engage with Climate Change? An Examination of the Shade Our Schools—Leaves Are Cool! Citizen S
dem,dem|highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt|5|https://arxiv.org/abs/1907.05954,silent,refute,refute,silent,silent,Senator Cortese's legislation SB 429 creates the nation’s first public wildfire catastrophe model to improve insurance transparency.,A simulation of the insurance industry: The problem of risk model homogeneity
dem,dem|highly-destructive-summer-vegetation-wildfires-are-underway-senator-corteses-bill-reducing.txt|5|https://arxiv.org/abs/2405.07068,silent,refute,refute,silent,silent,Senator Cortese's legislation SB 429 creates the nation’s first public wildfire catastrophe model to improve insurance transparency.,Catastrophe Insurance: An Adaptive Robust Optimization Approach
dem,dem|mobile-home-park-protections-clear-senate-housing-committee.txt|1|https://www.bis.org/publ/work1255.pdf,refute,silent,silent,support,support,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Manufactured Homes Are Cheap—So Why Are Their Loans So Expensive?
dem,dem|mobile-home-park-protections-clear-senate-housing-committee.txt|1|https://kinder.rice.edu/index.php/urbanedge/affordable-marginalized-study-provides-first-comprehensive-look-houstons-mobile-home,silent,silent,silent,silent,silent,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Affordable but marginalized: Study provides first comprehensive look at Houston’s mobile home parks
dem,dem|mobile-home-park-protections-clear-senate-housing-committee.txt|1|https://content.ucpress.edu/title/9780520295643/9780520295643_chapterone.pdf,silent,silent,support,support,support,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Introduction
dem,dem|mobile-home-park-protections-clear-senate-housing-committee.txt|1|https://shelterforce.org/2025/03/04/manufactured-crisis-losing-nations-largest-source-of-unsubsidized-affordable-housing/,refute,silent,support,support,support,Mobile homes are the largest source of unsubsidized affordable housing in the nation.,Manufactured Crisis: Losing the Nation’s Largest Source of Unsubsidized Affordable Housing
dem,dem|senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt|2|https://sd13.senate.ca.gov/news/press-release/october-11-2021/governor-newsom-signs-climate-bill-senator-becker-to-ease,silent,silent,silent,support,support,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, a",Governor Newsom Signs Climate Bill by Senator Becker to Ease Barriers for Building Electrification
dem,dem|senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt|2|https://trackbill.com/s3/bills/CA/2021/SB/68/analyses/senate-energy-utilities-and-communications.pdf,support,silent,support,support,support,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, a","SB 68 Analysis by Senate Committee on Energy, Utilities and Communications"
dem,dem|senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt|2|https://trackbill.com/s3/bills/CA/2021/SB/68/analyses/assembly-committee-on-utilities-and-energy.pdf,support,silent,support,support,support,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, a",SB 68 Analysis by Assembly Committee on Utilities and Energy
dem,dem|senate-passes-more-dozen-climate-equity-justice-bills-senator-josh-becker.txt|2|https://sd13.senate.ca.gov/sites/sd13.senate.ca.gov/files/pdf/SB%2068%20%28Becker%29%20Reducing%20Electrification%20Barriers%20Fact%20Sheet.pdf,support,silent,support,support,support,"SB 68 aims to lower costs and reduce delays for property owners seeking to upgrade their electric panels to accommodate electric heating, car charging, solar, a",SB 68 Fact Sheet by Senator Josh Becker
dem,dem|senator-anna-m-caballeros-2024-legislative-package.txt|6|10.2172/1235420,silent,silent,silent,silent,silent,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,Retrospective Analysis of the Benefits and Impacts of U.S. Renewable Portfolio Standards
dem,dem|senator-anna-m-caballeros-2024-legislative-package.txt|6|10.2172/1364225,silent,silent,silent,support,silent,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,"A Prospective Analysis of the Costs, Benefits, and Impacts of U.S. Renewable Portfolio Standards"
dem,dem|senator-anna-m-caballeros-2024-legislative-package.txt|6|10.3386/w31568,silent,silent,silent,silent,silent,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,Causal Effects of Renewable Portfolio Standards on Renewable Investments and Generation: The Role of Heterogeneity and D
dem,dem|senator-anna-m-caballeros-2024-legislative-package.txt|6|10.2172/1344104,silent,silent,silent,support,silent,Renewable hydrogen will be added to the types of renewable energy for the Renewable Portfolio Standards (RPS) program.,"A Prospective Analysis of the Costs, Benefits, and Impacts of U.S. Renewable Portfolio Standards"
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|1|https://cppa.ca.gov/announcements/2023/20231011.html,support,support,support,support,support,"The California Privacy Protection Agency supports SB 362, The Delete Act.",CPPA Applauds Governor Newsom for Approving the California Delete Act (SB 362)
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|1|https://sd13.senate.ca.gov/news/press-release/august-2-2023/senator-becker-announces-support-the-delete-act-the-california,support,support,support,support,support,"The California Privacy Protection Agency supports SB 362, The Delete Act.",Senator Becker Announces Support of The Delete Act by the California Privacy Protection Agency
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|1|https://privacyrights.org/resources-tools/advocacy/survey-californians-shows-overwhelming-support-stronger-data-broker,silent,silent,silent,support,support,"The California Privacy Protection Agency supports SB 362, The Delete Act.",Survey of Californians Shows Overwhelming Support for Stronger Data Broker Regulations and the CA Delete Act
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|1|https://www.eff.org/deeplinks/2023/08/californias-delete-act-protects-us-data-brokers,silent,silent,silent,support,support,"The California Privacy Protection Agency supports SB 362, The Delete Act.",California's DELETE Act Protects Us From Data Brokers
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|4|10.1145/3358560.3358576,silent,silent,support,support,support,"Data brokers aggregate data from public records, social media platforms, and online transactions.","The Data Broker Ecosystem: Understanding Privacy, Regulation, and the Future of Data Protection"
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|4|10.1007/s11628-020-00260-8,silent,silent,support,support,support,"Data brokers aggregate data from public records, social media platforms, and online transactions.",Understanding Data Brokers: The Role of Public and Private Data in Consumer Privacy Frameworks
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|4|10.1109/CYBER.2018.00061,silent,silent,support,support,support,"Data brokers aggregate data from public records, social media platforms, and online transactions.",Data Brokers and Their Impact on Privacy and Security: An Analysis of Data Aggregation Practices
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|4|https://arxiv.org/abs/2005.01053,silent,silent,support,support,support,"Data brokers aggregate data from public records, social media platforms, and online transactions.",The Role of Data Brokers in AI and ML Training: An Empirical Investigation
dem,dem|senator-becker-announces-support-the-delete-act-the-california.txt|4|10.1177/1461444811407104,silent,support,support,support,support,"Data brokers aggregate data from public records, social media platforms, and online transactions.",Social Media and Data Brokers: A Complex Relationship
dem,dem|senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt|4|10.1016/j.amepre.2018.06.014,silent,silent,support,support,support,Employers must maintain a Violent Incident Log of all violent incidents against employees.,Violence Against Workers: A Review of the Literature
dem,dem|senator-cortese-announces-update-sb-553-workplace-violence-prevention.txt|4|10.1007/s10608-016-9772-5,silent,silent,support,support,support,Employers must maintain a Violent Incident Log of all violent incidents against employees.,Workplace Violence: Risk Factors and Prevention Strategies
dem,dem|silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt|5|https://www.hsr.ca.gov/2024/10/31/photo-release-california-high-speed-rail-engages-small-business-at-merced-diversity-resources-fair/,silent,support,silent,support,support,"High-speed rail has employed more than 860 small, disadvantaged, and disabled veteran businesses.",PHOTO RELEASE: California High-Speed Rail Engages Small Business at Merced Diversity & Resources Fair
dem,dem|silicon-valley-fresno-leaders-unite-supporting-senator-corteses-high-speed-rail-bill-advance.txt|5|https://www.metro-magazine.com/10214151/california-hsr-sparks-major-economic-benefit-new-data-shows,silent,silent,silent,silent,support,"High-speed rail has employed more than 860 small, disadvantaged, and disabled veteran businesses.","California HSR Sparks Major Economic Benefit, New Data Shows"
