source,filename,document_date,sentence_index,matched_ai_terms,urls,dois,arxiv,sentence_text
Democratic Assembly,20241218-assemblymember-dr-corey-jackson-stands-support-superintendent-renee-hill.txt,,6,fairness,,,,"Superintendent Hill’s actions align with these laws and with the principles of fairness, dignity, and humanity that we should all strive to uphold."
Democratic Assembly,20241226-new-year-new-laws.txt,"January 1, 2025",2,ai,,,,"“Many of the laws I authored this year seek to protect Californians from a new frontier of threats driven by the malicious use of advanced technology, including AI-driven child sexual exploitation, revenge porn, and AI-generated elections deepfakes."
Democratic Assembly,20241226-new-year-new-laws.txt,"January 1, 2025",9,ai,,,,Assembly Bill 1831 ensures that the sexual exploitation of children in California is illegal—including AI-generated pictures and videos of children being sexually abused.
Democratic Assembly,20241226-new-year-new-laws.txt,"January 1, 2025",10,ai,,,,"This new law will address the rapidly accelerating dangers posed by AI-generated content that is disturbing, harmful, and virtually indistinguishable from actual children."
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,1,ai; artificial intelligence,,,,"— Wednesday, Assemblymember Rebecca Bauer-Kahan introduced AB 222, a bill designed to address the growing energy demands of artificial intelligence (AI) development while protecting California ratepayers from bearing unnecessary costs."
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,3,ai,,,,"Under AB 222, AI developers creating large, energy-intensive models will collect and publish data on the total energy consumed during the development process."
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,4,ai,,,,"This information will be made publicly accessible on developer’s websites, providing consumers and policymakers with a clear view of the energy footprint associated with cutting-edge AI technologies."
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,5,ai,,,,"Operators of data centers will be required to report their annual energy consumption and efficiency metrics to the California Energy Commission, including details such as total electricity usage, renewable energy contributions, and energy used specifically for AI development."
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,11,artificial intelligence,,,,"""Artificial intelligence represents incredible potential, but it also comes with an enormous energy footprint,"""
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,13,ai; fairness,,,,"""This bill is about ensuring transparency, accountability, and fairness as we build the infrastructure for AI while protecting our environment and California consumers."""
Democratic Assembly,20250110-assemblymember-bauer-kahan-introduces-bill-increase-transparency-ai.txt,,14,ai,,,,"By prioritizing transparency and aligning technological innovation with California’s clean energy goals, AB 222 sets a standard for responsible AI development and energy usage, while also protecting Californians from unnecessary costs."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,1,algorithms,,,,"— Assembly Majority Leader Cecilia Aguiar-Curry (D-Winters) introduced Assembly Bill 325 today, a coalition-backed bill designed to hold providers and users of price-fixing algorithms accountable for undermining competition, raising prices, and restricting the supply of essential goods across California’s economy."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,2,algorithms,,,,"The bill prohibits the use or distribution of pricing algorithms that facilitate an agreement not to compete on price, supply, or other commercial terms for goods or services."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,8,algorithms,,,,The Federal Trade Commission and the DOJ have also filed statements of interest in cases involving the suspected illegal use of price-fixing algorithms in the hotel sector.
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,9,artificial intelligence,,,,"""It doesn’t matter if price fixing happens behind closed doors or through artificial intelligence, its wrong either way."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,15,ai,,,,"CEO and Founder of TechEquity Catherine Bracy says, “Corporations like grocery stores and Wall Street landlords are using AI to squeeze as much money as possible out of everyday people."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,17,ai,,,,"Director of Economic Security California Action, Teri Olle affirmed, ""When big businesses misuse AI to fix prices and pad their profits, costs skyrocket—and everyone knows that’s unfair."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,19,algorithms,,,,"“Price fixing algorithms have enabled widespread, illegal cartels across our economy and have flourished under a loophole in existing law,” said Lee Hepner, senior legal counsel at the American Economic Liberties Project."
Democratic Assembly,20250130-assembly-majority-leader-aguiar-curry-supports-outlawing-ai-price-fixing.txt,,22,ai,,,,"concludes, “AB 325 shows California is working to protect our people and ensuring a competitive marketplace for all so AI isn’t misused to jack-up prices.”"
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,1,ai; artificial intelligence; genai,,,,"– Today, Assemblymember Rebecca Bauer-Kahan (D-Orinda) introduced AB 412, the AI Copyright Transparency Act, aimed at increasing transparency around the use of copyrighted materials to train generative artificial intelligence (GenAI) systems and models."
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,2,genai,,,,The proposed legislation requires GenAI developers to inform copyright owners when their materials are included in GenAI training datasets.
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,3,ai,,,,"""As the AI industry continues to develop and expand, it is critical for content creators to know if and how their work is being used to train advanced models,"""
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,5,ai,,,,"""The AI Copyright Transparency Act increases accountability for AI developers and empowers copyright owners to exercise their rights."""
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,14,genai,,,,Developers often use copyrighted materials to train new GenAI models without crediting or compensating the owners of those materials.
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,16,genai,,,,"AB 412 increases transparency around the use of copyrighted materials to train GenAI systems and models, ensuring copyright owners can protect their property as California’s technology landscape continues to evolve."
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,17,ai,,,,Key Provisions of the AI Copyright Transparency Act:
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,19,genai,,,,: Requires developers to provide copyright owners with lists of copyrighted materials used to train GenAI systems and models.
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,25,ai,,,,The AI Copyright Transparency Act is sponsored by the Screen Actors Guild - American Federation of Television and Radio Artists (SAG-AFTRA) and co-sponsored by the Concept Art Association (CAA) and the National Association of Voice Actors (NAVA).
Democratic Assembly,20250204-assemblymember-bauer-kahan-introduces-ai-copyright-transparency-act.txt,,26,genai,,,,"“As the people behind iconic and beloved characters in TV, animation, film, video games, and more, voice actors stand to lose their livelihood and more with the advancement of GenAI."
